"RA","EVADIDO","RESID_ARARAS","BOLSISTA","GRADE_CORRENTE","NOTA_MEDIA","PONTUACAO_PS","TOT_MAT_CURSADAS","TOT_APROVACOES","TOT_REPROVACOES","TOT_REPROV_FREQ","TOT_REPROV_NOTA_FREQ","NCS005","NCS012","SIF001","SIF002","SIF004","SIF005","SIF008","SIF009","SIF010","SIF011","SIF012","SIF015","SIF016","SIF017","SIF019","SIF021","SIF022","SIF026","SIF027","SIF028","SIF031","SIF032","SIF033","SIF035","SIF037","SIF040","SIF041","SIF042","SIF043","SIF047","SIF049","SIF056","SIF057","SIF058","SIF060","SIF062","SIF063","SIF064","SIF065","SIF068","SIF071","SIF029","SIF030","SIF038","SIF039","SIF070","NCS037","NCS040","SIF006","SIF072","SIF073"
"240958b6da746def723e740ea7eb5735",0,1,1,2017,5.6,47,36,26,10,9,1,0,1,2,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,0,0,2,1,0,0,2,1,1,0,0,1,2,1,0,1,2,1,2,0,0,0,0,1,0,0
"2479a42c65c02c3cf06a823c05b00022",1,1,1,2015,3.9,47,6,3,3,3,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2624ae256ec5a73f76364944f5f626f8",1,1,1,2018,5.7,48.2,16,13,3,3,0,1,0,2,2,1,1,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"283fb46836d21a53091fadea92bf5130",1,0,0,2016,6.5,42.5,11,10,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2885ee85e3977708d9c68ec4ab1c69e5",0,1,1,2016,6,44,48,43,5,5,0,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0
"28c019e77cac02fdf6526898371f3753",0,0,0,2014,5.7,52,55,46,9,9,0,0,1,5,1,1,1,1,5,1,1,1,5,5,1,1,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"28fb94702d4061b8eb82acc18127c758",1,1,1,2018,0.1,54,5,0,5,0,5,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"29741808a8eb44d30083e4b710555916",1,0,1,2016,4.4,36,4,2,2,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2a1d00b0de35d6292bcf80d2b5f18009",0,0,1,2016,6,46,48,39,9,9,0,0,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2aa37202a890f3a95da6281912febc06",1,0,1,2014,3.5,45.2,6,1,5,5,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2aab7e7003d78f3d139b37e34e588114",1,1,1,2017,5.4,49,6,5,1,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2b89cd098db5c96f0004f0f4951426ac",0,1,1,2016,4.4,45,46,24,22,19,3,0,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,4,0,1,1,2,1,2,1,2,4,4,1,1,2,2,1,2,1,1,1,0,1,1,2,0,0
"2bd46913b77bc52b5c76d79e59aa5d5e",0,0,1,2018,5.3,46,15,13,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"2bed0428211b7bf7c12c0d875f89729d",0,1,1,2018,5.5,47,22,18,4,4,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"2d113dd84b7121e251f3650d7e34082e",1,0,1,2016,2,47,6,0,6,6,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2db4a01287334a89de673046ac869f6b",0,1,1,2018,7.3,47,25,25,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
"2ebf6d276bb3e36d6a9c2f2b3e81e382",1,0,1,2018,6.9,56,5,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2ed3aae44f66cbf17a52b1fe8ac89174",0,1,1,2015,6.8,40,48,47,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2ff56f9ce0d1df12a396776022144190",0,0,1,2018,6.6,55,17,16,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"309b3ad1aadef38f7c9903ef19ae0342",0,0,1,2018,7.8,50,22,22,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"314712cc2699e5e219a462d8e142c4c2",0,0,1,2018,7.5,52.2,32,32,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"324e2f9e0251a8876921609b987ba55e",0,1,0,2016,7.4,52,48,48,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"329b6518d49866dc9b4cf11133360651",0,0,0,2019,8.2,59,10,10,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"330032a488113ac8674b439c7ceca1f3",0,1,1,2016,3.5,54,47,17,30,29,1,0,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,0,1,1,2,1,2,1,2,4,2,1,2,1,2,1,2,1,2,2,2,2,2,1,0,0
"34264baba5146ce253d181ee3fc5f91d",1,1,1,2016,6.2,37,18,18,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"34658db372f006d7af8e9487980c7416",0,1,0,2017,5.9,47,25,25,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"3478e49c414081a9c400de1de3244da6",0,0,1,2019,9.1,47,10,10,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"34b63c8488d1776da58aa47723f0ff69",1,1,1,2016,5.5,39,12,9,3,3,0,0,1,1,1,1,1,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
"34f3ab41d4ffe62d5f6d67067f0e2065",0,0,1,2019,7.3,32,10,10,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"353a250fb30526899d4b1cbd351f98a8",1,1,1,2016,3.9,42,42,20,22,18,4,0,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,4,4,2,2,4,0,2,1,0,0,1,1,1,0,0,1,1,1,2,1,2,1,4,2,0,2,2,1,0,0
"358c1a9d30c71e6511b917f1ca6791d8",1,1,1,2017,6.3,56,6,6,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36158cef4baf16c93da86c404e803d9a",1,0,1,2014,4.9,47,12,6,6,3,3,0,1,1,1,1,1,4,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0
"365aa7985df19a4f806b8f937cced626",0,1,0,2016,8.2,47,48,48,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"376494a6d9fc8b31cb70590b70c06dae",0,0,1,2018,5.3,37,17,13,4,4,0,0,0,2,1,0,2,1,1,1,0,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"382c2e97e7354d7f817f3636b20d3587",1,0,1,2017,5.1,47,6,3,3,3,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"394bae873abccd79a283d18fea978ad3",0,1,1,2018,6.7,47,17,17,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"39d674a07b7b7f14bea93d950ce0f027",0,1,1,2019,2.3,38,10,1,9,9,0,0,0,2,2,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,2
"3a20b2cbe4432de02e48f422ac043571",0,1,1,2014,7.3,47,48,48,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"3a36c053ccacd180ff7983540cf6ee06",0,0,1,2018,6.8,53,22,22,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"3aa31acfb6021d9d60a73f4c0d4e328d",0,0,1,2017,8.3,49,36,36,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0
"3abd474a36df4d169e81a6155226f571",0,1,1,2018,8.6,47,22,22,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"3aced44c3b545422b36c0a2e91d230af",1,1,1,2014,3.9,71,18,9,9,2,7,0,2,1,1,1,1,4,2,0,0,0,1,4,0,1,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"3bd7bbdd3c888cc1af8e68ef3ad1f3f5",1,1,1,2015,6.3,67,15,14,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0
"3bdd3b611e08e2894cd9065f0083c71c",1,1,1,2017,3.3,37,29,9,20,19,1,0,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,1,1,0,1,2,4,0,0,0,0,0,1,0,0
"3d5a4acc04de5ce6ed18659973ae371d",1,0,1,2018,8,74,5,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3da88959f02f63c3d3c19624b034f0e7",0,0,1,2018,8,71,22,22,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"3e0d87659e274ba3bad9dc157c8bb84e",1,0,0,2014,3.5,40.3,18,6,12,8,4,0,1,2,1,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
"3e3464f9f417c003831e7e790513b976",0,0,1,2018,8.6,63,22,22,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"3e73372ab52e80daf88f8e53289d21b9",0,1,1,2019,5.3,35,10,5,5,5,0,0,0,2,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1
"3fa4396354e77422b62cb7acc932c676",1,0,1,2015,5.2,39,18,12,6,6,0,0,1,1,1,1,1,1,2,0,0,0,2,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"3ff177314f18c0dc7146de6f6d7cae85",1,1,1,2016,7.1,47,47,45,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"3ff5cbf9a5c07a5df57b200e0654286a",0,0,1,2017,6.9,61,36,34,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,2,0,0,0,0,1,0,0
"40519084f045202a200636636c2c7060",0,0,1,2019,6.5,44,10,10,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"40575dc4b9288523cc24dfd6d6f62695",0,0,1,2016,6.7,47,49,47,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0
"40e91bdf7d39fbae110b2aa0acca3bf9",1,0,1,2014,5.1,47,23,17,6,1,5,0,1,1,1,1,1,1,1,4,0,0,1,1,0,1,2,4,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,4,0,1,4,0,0,0,0,0,0,1,0,0
"4103032e5f1bc60a7d2be26be0225002",0,1,1,2018,7.1,47,22,21,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"41078fe625a341a0a6b9a38835200528",1,1,1,2017,5.6,37.1,42,38,4,3,1,1,1,1,1,1,1,1,1,4,0,0,1,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,1,0
"41b1790926fc503b50f75e1f9cdc305e",1,1,1,2015,2.7,33,17,4,13,13,0,0,0,0,0,0,0,2,2,2,0,0,2,1,0,2,2,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,1,0,0
"4206a90b34b4d981648ef3ff5a5d47c3",1,1,1,2018,5,44,11,8,3,3,0,1,0,2,1,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"42c2fbd8243954db3ad3e98dc5aecbf2",0,0,1,2015,7.4,41,48,48,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"42f3364b52821debf6c52e9fcc51bc83",0,0,1,2016,6.7,46,48,46,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,0,0
"42fc6feb9154d0072e37ada0c8b357c5",0,0,0,2019,8.8,66,10,10,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"44407d9254666697c7503b0983e49a8c",0,0,1,2017,6.8,55,36,34,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,0,0,2,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0
"4445daffde585ca7faac538dd697373f",0,0,1,2015,7.5,47,48,48,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"4492ad963e5abe7e82ef66326754bbc8",0,0,1,2019,8.2,67,9,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"450c8c8fc67ee1b2f3bc614c6b5362e1",0,0,1,2017,6.4,36,36,36,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0
"452724eea0ce02ab7c8321a23c5b5df4",1,0,1,2014,7.2,47,96,96,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"458dc608ac4661a685471cc673b01068",1,1,1,2014,6.1,47,50,48,2,1,1,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"45bf001930b54395ce0d32893c2a2f89",0,0,1,2015,7.8,48,48,48,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"4675113a71806e0ce8e97c758220b231",0,1,1,2017,8.8,47,36,36,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0
"47eb6375344575237d1f3680be9d37bb",1,0,1,2014,5.2,47,12,10,2,2,0,0,1,1,1,1,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"48ac6655a740af15df069318ba1ad164",1,0,1,2016,3.5,38,12,3,9,5,4,0,2,2,1,4,1,4,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0
"4b5c9593f356e318bbd05d1838a5f7ce",1,0,1,2017,5.8,47,18,13,5,4,1,0,1,1,1,1,1,1,1,0,0,0,1,2,0,1,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"4c2b3141710663327335c578dc45512e",1,0,1,2018,7.6,47,17,16,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"4c326b6a65a437e969f7ea22424caba6",0,1,1,2017,4.1,40,36,16,20,20,0,0,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,0,1,1,0,0,2,1,0,0,1,1,1,0,0,1,1,2,0,1,2,2,1,0,0,0,0,1,0,0
"4c68900b162f9e58cb3436dbcfc9213f",1,0,1,2018,6,31,5,4,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4c7fe05cecce7a773d2e9f8adaf63c2b",0,0,1,2019,8,47,10,10,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"4d1d52cf1ec2359c752d4a283b0e3e71",1,0,0,2015,3.6,31,23,6,17,17,0,0,1,2,1,1,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0,2,0,0
"4e4c74a9ed93c8999a8f498421f4f15c",0,0,1,2018,6.3,50,22,18,4,4,0,1,0,1,1,1,1,1,1,1,0,0,2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"4eac765dcdefe624c5ab9ef9779213b3",0,0,0,2019,7,32,10,9,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1
"4eb20054fa19553949e27999b58c2609",0,1,1,2019,8.8,90,10,10,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"4f3e87a6260643d02f9dd58da4e19981",1,0,1,2015,3.2,36,58,12,46,45,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,1,2,2,1,0,0,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,4,2,1,1,2,2,0,0
"4f427569108eee89d5959e024adac7dc",0,0,1,2017,8.1,51,36,36,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0
"4f6ca43bdd7d4586431ce9426f2580bc",0,0,1,2018,7,51,22,22,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
