"","RA","EVADIDO","RESID_ARARAS","BOLSISTA","GRADE_CORRENTE","NOTA_MEDIA","PONTUACAO_PS","TOT_REPROVACOES","NCE047","NCS005","NCS012","SIF001","SIF002","SIF004","SIF005","SIF008","SIF009","SIF010","SIF011","SIF012","SIF015","SIF016","SIF017","SIF019","SIF021","SIF022","SIF026","SIF027","SIF028","SIF031","SIF032","SIF033","SIF034","SIF035","SIF037","SIF040","SIF041","SIF042","SIF043","SIF047","SIF049","SIF055","SIF056","SIF057","SIF058","SIF060","SIF062","SIF063","SIF064","SIF065","SIF066","SIF068","SIF071","SIF003","SIF018","SIF013","SIF014","SIF020","SIF023","SIF025","SIF029","SIF038","SIF039","SIF046","SIF048","SIF070","SIF072","SIF075","SIF082","SIF086","SIF087","NCI001","SIF030","NCS037","NCS040","SIF006","SIF054","SIF073"
"62","21caebfec5c7ced2cfb7d174e9b281fd","0","1","1","2017","7.66","56",37,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"63","21d5ead0d5c7e9f831688a01982598bf","0","0","0","2018","0.97","31",16,0,0,0,0,0,0,0,4,4,4,0,0,2,4,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","22539b2d215ae3593cd23984edff363f","0","1","1","2019","5.82","55",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"65","22b67d5ab5674f6eb9d825381cd65b40","0","0","1","2015","9.29","48",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"66","22dd43b8695749fd2372875835573513","0","1","1","2018","8.65","48",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","232d38567ee29ea60deef31641efc5d8","0","0","1","2016","5.98","42.5",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,2,2,1,0,0
"68","2349bafc9486e1e4209880a88a0e7109","0","0","0","2018","7.5","68",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","237a58f5708b705b21b55fb9aca2a8fb","0","0","1","2019","6.39","45",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"70","240958b6da746def723e740ea7eb5735","0","1","1","2017","5.55","48",36,0,0,1,2,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,2,0,0,2,1,0,0,0,2,1,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"71","2479a42c65c02c3cf06a823c05b00022","1","1","1","2015","3.85","47",6,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","2624ae256ec5a73f76364944f5f626f8","1","1","1","2018","5.72","48.62",16,0,1,0,2,2,1,1,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"73","283fb46836d21a53091fadea92bf5130","1","0","0","2016","6.53","42.5",11,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"74","2885ee85e3977708d9c68ec4ab1c69e5","0","1","1","2016","6.01","44",48,0,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"75","28fb94702d4061b8eb82acc18127c758","1","1","1","2018","0.14","54",5,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","29741808a8eb44d30083e4b710555916","1","0","1","2016","4.45","36",4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","2a1d00b0de35d6292bcf80d2b5f18009","0","0","1","2016","6.01","46",48,0,0,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,0,2,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"78","2aab7e7003d78f3d139b37e34e588114","1","1","1","2017","5.42","49",6,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","2b89cd098db5c96f0004f0f4951426ac","0","1","1","2016","4.43","45",46,0,0,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,0,1,2,4,0,1,1,2,1,0,2,1,2,4,4,1,1,2,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
"80","2bd46913b77bc52b5c76d79e59aa5d5e","0","0","1","2018","5.33","46",15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","2bed0428211b7bf7c12c0d875f89729d","0","1","1","2018","5.48","47",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","2d113dd84b7121e251f3650d7e34082e","1","0","1","2016","1.98","48",6,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","2db4a01287334a89de673046ac869f6b","0","1","1","2018","7.26","48",25,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"84","2ebf6d276bb3e36d6a9c2f2b3e81e382","1","0","1","2018","6.86","56",5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","2ed3aae44f66cbf17a52b1fe8ac89174","0","1","1","2015","6.79","40",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"86","2ff56f9ce0d1df12a396776022144190","0","0","1","2018","6.63","55",17,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","309b3ad1aadef38f7c9903ef19ae0342","0","0","1","2018","7.8","50",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","314712cc2699e5e219a462d8e142c4c2","0","0","1","2018","7.54","52.22",32,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","324e2f9e0251a8876921609b987ba55e","0","1","0","2016","7.36","52",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"90","329b6518d49866dc9b4cf11133360651","0","0","0","2019","8.17","59",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"91","330032a488113ac8674b439c7ceca1f3","0","1","1","2016","3.54","54",47,0,0,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,0,1,2,2,0,1,1,2,1,0,2,1,2,4,2,1,2,1,0,2,1,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,1,2,2,1,0,0
"92","34264baba5146ce253d181ee3fc5f91d","1","1","1","2016","6.24","37",18,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"93","34658db372f006d7af8e9487980c7416","0","1","0","2017","5.87","48",25,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","3478e49c414081a9c400de1de3244da6","0","0","1","2019","9.1","48",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"95","34b63c8488d1776da58aa47723f0ff69","1","1","1","2016","5.47","39",12,0,0,1,1,1,1,1,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"96","34f3ab41d4ffe62d5f6d67067f0e2065","0","0","1","2019","7.34","32",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"97","353a250fb30526899d4b1cbd351f98a8","1","1","1","2016","3.92","42",42,0,0,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,4,4,0,2,2,4,0,2,1,0,0,0,1,1,1,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0
"98","358c1a9d30c71e6511b917f1ca6791d8","1","1","1","2017","6.27","56",6,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"99","365aa7985df19a4f806b8f937cced626","0","1","0","2016","8.21","47",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"100","376494a6d9fc8b31cb70590b70c06dae","0","0","1","2018","5.32","37",17,0,0,0,2,1,0,2,1,1,1,0,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","382c2e97e7354d7f817f3636b20d3587","1","0","1","2017","5.07","48",6,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","394bae873abccd79a283d18fea978ad3","0","1","1","2018","6.71","48",17,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","39d674a07b7b7f14bea93d950ce0f027","0","1","1","2019","2.26","38",10,0,0,0,2,2,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
"104","3a36c053ccacd180ff7983540cf6ee06","0","0","1","2018","6.78","53",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","3aa31acfb6021d9d60a73f4c0d4e328d","0","0","1","2017","8.29","49",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"106","3abd474a36df4d169e81a6155226f571","0","1","1","2018","8.63","48",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","3bd7bbdd3c888cc1af8e68ef3ad1f3f5","1","1","1","2015","6.29","67",15,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"108","3bdd3b611e08e2894cd9065f0083c71c","1","1","1","2017","3.35","37",29,0,0,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
"109","3d5a4acc04de5ce6ed18659973ae371d","1","0","1","2018","7.98","74",5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","3da88959f02f63c3d3c19624b034f0e7","0","0","1","2018","8.05","71",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","3e3464f9f417c003831e7e790513b976","0","0","1","2018","8.63","63",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","3e73372ab52e80daf88f8e53289d21b9","0","1","1","2019","5.35","35",10,0,0,0,2,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"113","3fa4396354e77422b62cb7acc932c676","1","0","1","2015","5.23","39",18,0,0,1,1,1,1,1,1,2,0,0,0,2,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"114","3ff177314f18c0dc7146de6f6d7cae85","1","1","1","2016","7.14","48",47,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,0,1,1,1,1,0,1,1,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"115","3ff5cbf9a5c07a5df57b200e0654286a","0","0","1","2017","6.9","61",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"116","40519084f045202a200636636c2c7060","0","0","1","2019","6.54","44",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"117","40575dc4b9288523cc24dfd6d6f62695","0","0","1","2016","6.68","48",49,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"118","4103032e5f1bc60a7d2be26be0225002","0","1","1","2018","7.07","48",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","41078fe625a341a0a6b9a38835200528","1","1","1","2017","5.58","37.07",42,0,1,1,1,1,1,1,1,1,4,0,0,1,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"120","41b1790926fc503b50f75e1f9cdc305e","1","1","1","2015","2.69","33",17,0,0,0,0,0,0,0,2,2,2,0,0,2,1,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"121","4206a90b34b4d981648ef3ff5a5d47c3","1","1","1","2018","5.04","44",11,0,1,0,2,1,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","42c2fbd8243954db3ad3e98dc5aecbf2","0","0","1","2015","7.41","41",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"123","42f3364b52821debf6c52e9fcc51bc83","0","0","1","2016","6.71","46",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0
"124","42fc6feb9154d0072e37ada0c8b357c5","0","0","0","2019","8.78","66",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"125","44407d9254666697c7503b0983e49a8c","0","0","1","2017","6.8","55",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,1,0,0,2,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"126","4445daffde585ca7faac538dd697373f","0","0","1","2015","7.51","48",48,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
